Origin_School,Destination_School,Distance
Trine,Bridgewater MA,838
Calvin,Tufts,837
Bridgewater MA,Trine,837
Tufts,Calvin,837
Immaculata,UW-Stevens Point,836
UW-Stevens Point,Immaculata,836
Principia,Johns Hopkins,835
Johns Hopkins,Principia,835
UW-Whitewater,Piedmont,834
Piedmont,UW-Whitewater,834
UW-Superior,Transylvania,833
Transylvania,UW-Superior,833
Merchant Marine,Piedmont,832
Piedmont,Merchant Marine,832
Principia,Catholic,831
Catholic,Principia,831
Messiah,Ripon,829
Messiah,UW-Oshkosh,829
Ripon,Messiah,829
UW-Oshkosh,Messiah,829
Tufts,Trine,828
Trine,Tufts,828
Washington & Jefferson,UW-Stout,827
UW-Stout,Washington & Jefferson,827
Principia,McMurry,826
McMurry,Principia,826
St. Joseph CT,Transylvania,825
Transylvania,Trinity (Conn),825
Transylvania,St. Joseph CT,825
Wisconsin Lutheran,Piedmont,824
Piedmont,Wisconsin Lutheran,824
Centre,Gustavus Adolphus,823
Gustavus Adolphus,Centre,823
Trinity (Conn),Transylvania,821
Principia,Brockport St.,819
Principia,Elizabethtown,819
Brockport St.,Principia,819
Elizabethtown,Principia,819
Cortland,Illinois Wesleyan,818
Illinois Wesleyan,Cortland,818
Gettysburg,UW-Oshkosh,816
UW-Oshkosh,Gettysburg,816
Calvin,Piedmont,815
Montclair St.,Piedmont,815
Gettysburg,Ripon,815
Ripon,Gettysburg,815
Piedmont,Montclair St.,815
Cortland,UW-Whitewater,814
UW-Whitewater,Cortland,814
Piedmont,Calvin,814
Calvin,Christopher Newport,812
Christopher Newport,Calvin,812
Gustavus Adolphus,Transylvania,811
Transylvania,Gustavus Adolphus,811
Principia,Geneseo St.,810
DePauw,Vassar,810
Geneseo St.,Principia,810
Illinois Wesleyan,Scranton,810
Scranton,Illinois Wesleyan,810
Vassar,DePauw,810
Centre,SUNY Cobleskill,809
SUNY Cobleskill,Centre,809
Gallaudet,UW-Whitewater,808
Brooklyn Col,Piedmont,808
UW-Whitewater,Gallaudet,808
Piedmont,Brooklyn Col,808
NYU,Piedmont,807
Scranton,UW-Whitewater,807
UW-Whitewater,Johns Hopkins,807
UW-Whitewater,Scranton,807
Piedmont,NYU,807
Cortland,Wisconsin Lutheran,806
Johns Hopkins,UW-Whitewater,806
Wisconsin Lutheran,Cortland,806
Stevens,Piedmont,805
Catholic,UW-Whitewater,804
DePauw,SUNY Cobleskill,804
Illinois Wesleyan,Randolph-Macon,804
SUNY Cobleskill,DePauw,804
Centre,Vassar,803
Carnegie Mellon,UW-Stout,803
Randolph-Macon,Illinois Wesleyan,803
Vassar,Centre,803
UW-Stout,Carnegie Mellon,803
UW-Whitewater,Catholic,803
Piedmont,Stevens,803
MA Dartmouth,Trine,801
Trine,MA Dartmouth,801
Gallaudet,Wisconsin Lutheran,800
Baldwin Wallace,UW-Superior,800
UW-Superior,Baldwin Wallace,800
Wisconsin Lutheran,Gallaudet,800
Johns Hopkins,Wisconsin Lutheran,798
Scranton,Wisconsin Lutheran,798
Wisconsin Lutheran,Johns Hopkins,798
Wisconsin Lutheran,Scranton,798
Principia,Messiah,796
Messiah,Principia,796
Catholic,Wisconsin Lutheran,794
Wartburg,Washington & Jefferson,794
Washington & Jefferson,Wartburg,794
Wisconsin Lutheran,Catholic,794
UW-Stout,La Roche,793
La Roche,UW-Stout,793
Mt. St. Mary,DePauw,791
Centre,Bethel,789
Bethel,Centre,786
DePauw,Merchant Marine,786
Merchant Marine,DePauw,786
UW-Whitewater,Mt. St. Mary,786
UW-Whitewater,S Virginia,786
S Virginia,UW-Whitewater,786
Baldwin Wallace,Bates,785
Bates,Baldwin Wallace,785
Principia,Gettysburg,783
Bethel,Transylvania,783
Gettysburg,Principia,783
Mt. St. Mary,Centre,783
Baldwin Wallace,Bowdoin,780
Bowdoin,Baldwin Wallace,780
Elizabethtown,UW-Whitewater,780
UW-Whitewater,Elizabethtown,780
Transylvania,Bethel,780
Washington & Lee,UW-Whitewater,779
UW-Whitewater,Washington & Lee,779
Baldwin Wallace,Gustavus Adolphus,778
Gustavus Adolphus,Baldwin Wallace,778
Principia,Immaculata,777
Calvin,Trinity (Conn),777
Calvin,St. Joseph CT,777
St. Joseph CT,Calvin,777
Immaculata,Principia,777
Ohio Wesleyan,UW-Superior,777
Trinity (Conn),Calvin,777
UW-Superior,Ohio Wesleyan,777
Wisconsin Lutheran,S Virginia,777
S Virginia,Wisconsin Lutheran,775
Ohio Wesleyan,Endicott,773
Elizabethtown,Wisconsin Lutheran,772
Scranton,Piedmont,772
East Texas Baptist,Transylvania,772
Wisconsin Lutheran,Elizabethtown,772
Endicott,Ohio Wesleyan,772
Piedmont,Scranton,772
Transylvania,East Texas Baptist,772
Wisconsin Lutheran,Mt. St. Mary,771
Washington & Lee,Wisconsin Lutheran,769
Wisconsin Lutheran,Washington & Lee,769
Transylvania,SUNY Cobleskill,769
SUNY Cobleskill,Transylvania,769
Brockport St.,Ripon,768
Brockport St.,UW-Oshkosh,768
Carnegie Mellon,Wartburg,768
Ripon,Brockport St.,768
UW-Oshkosh,Brockport St.,768
Centre,Merchant Marine,767
Brooklyn Col,DePauw,767
DePauw,Brooklyn Col,767
Merchant Marine,Centre,767
Wartburg,Carnegie Mellon,767
UW-La Crosse,Washington & Jefferson,766
DePauw,East Texas Baptist,766
Vassar,Transylvania,766
Washington & Jefferson,UW-La Crosse,766
East Texas Baptist,DePauw,766
Transylvania,Vassar,766
Bridgewater MA,Ohio Wesleyan,764
Ohio Wesleyan,Bridgewater MA,764
Calvin,Amherst,761
Amherst,Calvin,761
Geneseo St.,UW-Oshkosh,761
UW-Oshkosh,Geneseo St.,761
Calvin,Merchant Marine,760
Geneseo St.,Ripon,760
Ripon,Geneseo St.,760
Merchant Marine,Calvin,760
Gustavus Adolphus,Ohio Wesleyan,759
Wartburg,La Roche,759
La Roche,Wartburg,759
Stevens,DePauw,757
Bates,S Virginia,757
DePauw,NYU,757
DePauw,Stevens,757
Messiah,UW-Whitewater,757
NYU,DePauw,757
UW-Whitewater,Messiah,757
S Virginia,Bates,757
Calvin,Smith,755
Smith,Calvin,755
Ohio Wesleyan,Gustavus Adolphus,754
Ohio Wesleyan,Tufts,754
Tufts,Ohio Wesleyan,754
Amherst,Trine,753
Bates,Washington & Lee,753
MA Dartmouth,Ohio Wesleyan,753
Ohio Wesleyan,MA Dartmouth,753
Washington & Lee,Bates,753
Trine,Amherst,753
Calvin,W New England,752
Centre,East Texas Baptist,752
Bowdoin,S Virginia,752
W New England,Calvin,752
East Texas Baptist,Centre,752
S Virginia,Bowdoin,752
Montclair St.,DePauw,751
DePauw,Montclair St.,751
Illinois Wesleyan,Mt. St. Mary,750
Messiah,Wisconsin Lutheran,750
Wisconsin Lutheran,Messiah,750
Gallaudet,Illinois Wesleyan,749
Illinois Wesleyan,Gallaudet,749
Immaculata,UW-Oshkosh,749
UW-Oshkosh,Immaculata,749
Calvin,Brooklyn Col,748
Centre,Brooklyn Col,748
Bethel,Baldwin Wallace,748
Bowdoin,Washington & Lee,748
Brooklyn Col,Calvin,748
Brooklyn Col,Centre,748
Immaculata,Ripon,748
Ripon,Immaculata,748
Washington & Lee,Bowdoin,748
Baldwin Wallace,Bethel,747
Illinois Wesleyan,Johns Hopkins,747
Johns Hopkins,Illinois Wesleyan,747
Smith,Trine,747
Washington & Jefferson,UW-Stevens Point,747
UW-Stevens Point,Washington & Jefferson,747
Mt. St. Mary,Calvin,747
Mt. St. Mary,Transylvania,747
Trine,Smith,747
Christopher Newport,DePauw,744
DePauw,Christopher Newport,744
Gettysburg,UW-Whitewater,744
W New England,Trine,744
UW-Whitewater,Gettysburg,744
Trine,W New England,744
Calvin,Vassar,743
UW-La Crosse,Carnegie Mellon,743
Carnegie Mellon,UW-La Crosse,743
Catholic,Illinois Wesleyan,743
Illinois Wesleyan,Catholic,743
Vassar,Calvin,743
Christopher Newport,Bates,742
Bates,Christopher Newport,741
Centre,NYU,740
NYU,Centre,740
Calvin,NYU,739
NYU,Calvin,739
Calvin,Stevens,738
Centre,Stevens,738
Stevens,Calvin,738
Stevens,Centre,738
Bowdoin,Christopher Newport,738
Christopher Newport,Bowdoin,737
Gettysburg,Wisconsin Lutheran,736
Wisconsin Lutheran,Gettysburg,736
Illinois Wesleyan,Piedmont,734
Piedmont,Illinois Wesleyan,734
Centre,Montclair St.,733
Montclair St.,Centre,733
Calvin,Randolph-Macon,732
UW-La Crosse,La Roche,732
Elizabethtown,Illinois Wesleyan,732
Illinois Wesleyan,Elizabethtown,732
Randolph-Macon,Calvin,732
Merchant Marine,Transylvania,732
La Roche,UW-La Crosse,732
Transylvania,Merchant Marine,732
Centre,Cortland,731
Cortland,Centre,731
Trine,Trinity (Conn),731
St. Joseph CT,Trine,730
Trinity (Conn),Trine,730
Trine,St. Joseph CT,730
Calvin,Montclair St.,727
Montclair St.,Calvin,727
Cortland,DePauw,726
DePauw,Cortland,726
Principia,S Virginia,725
Carnegie Mellon,UW-Stevens Point,725
UW-Stevens Point,Carnegie Mellon,725
S Virginia,Principia,725
Bethel,Ohio Wesleyan,724
Ohio Wesleyan,Bethel,723
UW-Stevens Point,La Roche,723
La Roche,UW-Stevens Point,723
Bates,Washington & Jefferson,721
Illinois Wesleyan,East Texas Baptist,721
Washington & Jefferson,Bates,721
East Texas Baptist,Illinois Wesleyan,721
Centre,UW-Stout,720
UW-Stout,Centre,720
Principia,Washington & Lee,719
Washington & Lee,Principia,719
MA Dartmouth,S Virginia,717
S Virginia,MA Dartmouth,717
Bowdoin,Washington & Jefferson,716
Washington & Jefferson,Bowdoin,716
UW-Stout,Transylvania,716
Transylvania,UW-Stout,716
East Texas Baptist,Piedmont,714
Piedmont,East Texas Baptist,714
Bates,La Roche,712
Brooklyn Col,Transylvania,712
La Roche,Bates,712
Transylvania,Brooklyn Col,712
Illinois Wesleyan,Messiah,709
Messiah,Illinois Wesleyan,709
Bowdoin,La Roche,708
La Roche,Bowdoin,708
Immaculata,Piedmont,704
NYU,Transylvania,704
Piedmont,Immaculata,704
Transylvania,NYU,704
Stevens,Transylvania,703
Transylvania,Stevens,703
Bates,Carnegie Mellon,702
Carnegie Mellon,Bates,702
Bowdoin,Carnegie Mellon,700
Brockport St.,Illinois Wesleyan,700
Christopher Newport,Trine,700
Illinois Wesleyan,Brockport St.,700
Trine,Christopher Newport,700
Montclair St.,Transylvania,697
Brockport St.,UW-Whitewater,697
Carnegie Mellon,Bowdoin,697
DePauw,Scranton,697
UW-Whitewater,Brockport St.,697
Transylvania,Montclair St.,697
Gettysburg,Illinois Wesleyan,696
Illinois Wesleyan,Gettysburg,696
Scranton,DePauw,696
Cortland,Transylvania,693
Transylvania,Cortland,693
Centre,Scranton,692
Amherst,Ohio Wesleyan,692
Geneseo St.,Illinois Wesleyan,692
Illinois Wesleyan,Geneseo St.,692
Ohio Wesleyan,Amherst,692
Scranton,Centre,692
Brockport St.,Wisconsin Lutheran,689
Geneseo St.,UW-Whitewater,689
UW-Whitewater,Geneseo St.,689
Wisconsin Lutheran,Brockport St.,689
Washington & Lee,MA Dartmouth,686
Ohio Wesleyan,Smith,685
Smith,Ohio Wesleyan,685
Ohio Wesleyan,W New England,683
W New England,Ohio Wesleyan,683
MA Dartmouth,Washington & Lee,682
DePauw,Randolph-Macon,682
Baldwin Wallace,UW-Stout,681
Geneseo St.,Wisconsin Lutheran,681
Randolph-Macon,DePauw,681
UW-Stout,Baldwin Wallace,681
Wisconsin Lutheran,Geneseo St.,681
Illinois Wesleyan,Immaculata,680
Immaculata,Illinois Wesleyan,680
Baldwin Wallace,Endicott,679
Endicott,Baldwin Wallace,679
Immaculata,UW-Whitewater,678
UW-Whitewater,Immaculata,678
Principia,UW-Superior,675
Elizabethtown,Piedmont,675
UW-Superior,Principia,675
Piedmont,Elizabethtown,675
Christopher Newport,MA Dartmouth,673
MA Dartmouth,Christopher Newport,673
Illinois Wesleyan,S Virginia,672
S Virginia,Illinois Wesleyan,672
Baldwin Wallace,Bridgewater MA,671
Bridgewater MA,Baldwin Wallace,671
Immaculata,Wisconsin Lutheran,670
Wisconsin Lutheran,Immaculata,670
Illinois Wesleyan,Washington & Lee,665
Washington & Lee,Illinois Wesleyan,664
Piedmont,Trine,664
Trine,Piedmont,664
Baldwin Wallace,Piedmont,663
Bates,Randolph-Macon,663
Randolph-Macon,Bates,663
Piedmont,Baldwin Wallace,663
Baldwin Wallace,Tufts,661
Tufts,Baldwin Wallace,661
Washington & Jefferson,Ripon,660
UW-La Crosse,Centre,659
Bowdoin,Randolph-Macon,659
Randolph-Macon,Bowdoin,659
Ripon,Washington & Jefferson,659
Washington & Jefferson,UW-Oshkosh,659
UW-Oshkosh,Washington & Jefferson,659
Centre,Wartburg,658
Centre,UW-La Crosse,658
Wartburg,Centre,658
Calvin,S Virginia,657
Ohio Wesleyan,UW-Stout,657
UW-Stout,Ohio Wesleyan,657
S Virginia,Calvin,657
Scranton,Transylvania,656
Vassar,Trine,656
Transylvania,Scranton,656
Trine,Vassar,656
Calvin,Gallaudet,655
Gallaudet,Calvin,654
Calvin,Johns Hopkins,653
Johns Hopkins,Calvin,653
S Virginia,Endicott,653
Calvin,Scranton,652
UW-La Crosse,Transylvania,652
McMurry,Colorado Col,652
Colorado Col,McMurry,652
Scranton,Calvin,652
Wartburg,Transylvania,652
Transylvania,UW-La Crosse,652
MA Dartmouth,Washington & Jefferson,651
Washington & Jefferson,MA Dartmouth,651
Endicott,S Virginia,651
Transylvania,Wartburg,651
Principia,Piedmont,650
Calvin,Washington & Lee,650
Calvin,UW-Superior,650
NYU,Trine,650
Merchant Marine,Trine,650
Washington & Lee,Calvin,650
Washington & Lee,Endicott,650
UW-Superior,Calvin,650
Piedmont,Principia,650
Trine,NYU,650
Trine,Merchant Marine,650
MA Dartmouth,La Roche,649
La Roche,MA Dartmouth,649
Calvin,Catholic,648
Catholic,Calvin,648
St. Joseph CT,Ohio Wesleyan,647
Ohio Wesleyan,Trinity (Conn),647
Ohio Wesleyan,St. Joseph CT,647
Trinity (Conn),Ohio Wesleyan,647
Endicott,Washington & Lee,647
Baldwin Wallace,Wartburg,646
Ohio Wesleyan,Wartburg,646
Wartburg,Baldwin Wallace,646
Wartburg,Ohio Wesleyan,646
Messiah,Piedmont,643
Piedmont,Messiah,643
DePauw,Mt. St. Mary,642
Carnegie Mellon,MA Dartmouth,641
MA Dartmouth,Carnegie Mellon,641
Centre,UW-Stevens Point,640
DePauw,UW-Superior,640
UW-Stevens Point,Centre,640
UW-Superior,DePauw,640
Carnegie Mellon,S Virginia,639
S Virginia,Carnegie Mellon,639
Brooklyn Col,Trine,638
Trine,Brooklyn Col,638
Carnegie Mellon,UW-Oshkosh,637
Christopher Newport,Endicott,637
Mt. St. Mary,Trine,637
Endicott,Christopher Newport,637
Calvin,SUNY Cobleskill,636
UW-Oshkosh,Carnegie Mellon,636
SUNY Cobleskill,Calvin,636
Tufts,S Virginia,635
S Virginia,Tufts,635
UW-Stevens Point,Transylvania,634
Transylvania,UW-Stevens Point,634
UW-Superior,Trine,633
Trine,UW-Superior,632
Calvin,Mt. St. Mary,630
Tufts,Washington & Lee,630
Washington & Lee,Tufts,630
Stevens,Trine,628
Trine,Stevens,628
Principia,La Roche,627
Gallaudet,DePauw,627
Bridgewater MA,Washington & Lee,627
DePauw,Gallaudet,627
Washington & Lee,Bridgewater MA,627
UW-Oshkosh,La Roche,627
La Roche,Principia,627
La Roche,UW-Oshkosh,627
Trine,SUNY Cobleskill,627
SUNY Cobleskill,Trine,627
Calvin,Gustavus Adolphus,626
Gettysburg,Piedmont,626
Gustavus Adolphus,Calvin,626
Ripon,La Roche,626
La Roche,Ripon,626
Piedmont,Gettysburg,626
Calvin,Elizabethtown,625
DePauw,Johns Hopkins,625
Elizabethtown,Calvin,625
Johns Hopkins,DePauw,625
Randolph-Macon,Trine,623
Trine,Randolph-Macon,623
DePauw,Gustavus Adolphus,622
Gustavus Adolphus,DePauw,622
Baldwin Wallace,MA Dartmouth,621
Catholic,DePauw,621
MA Dartmouth,Baldwin Wallace,621
DePauw,Catholic,621
UW-La Crosse,Baldwin Wallace,619
Baldwin Wallace,UW-La Crosse,619
Christopher Newport,Tufts,619
Tufts,Christopher Newport,619
Washington & Jefferson,Endicott,619
Principia,Carnegie Mellon,618
Carnegie Mellon,Principia,618
Johns Hopkins,Piedmont,618
Piedmont,Johns Hopkins,618
Montclair St.,Trine,616
Trine,Montclair St.,616
Endicott,Washington & Jefferson,615
Centre,Brockport St.,614
Brockport St.,Centre,614
Bridgewater MA,Christopher Newport,611
Christopher Newport,Bridgewater MA,611
Gustavus Adolphus,Trine,610
Trine,Gustavus Adolphus,610
DePauw,Elizabethtown,609
Elizabethtown,DePauw,609
Brockport St.,DePauw,608
DePauw,Brockport St.,608
La Roche,Piedmont,607
Piedmont,La Roche,607
Centre,Geneseo St.,606
Geneseo St.,Centre,606
La Roche,Endicott,606
Endicott,La Roche,606
Calvin,Messiah,602
Messiah,Calvin,602
Baldwin Wallace,UW-Stevens Point,601
DePauw,Geneseo St.,601
Geneseo St.,DePauw,601
UW-Stevens Point,Baldwin Wallace,601
Tufts,Washington & Jefferson,600
Washington & Jefferson,Tufts,600
Randolph-Macon,MA Dartmouth,599
Carnegie Mellon,Endicott,597
Carnegie Mellon,Piedmont,597
Piedmont,Carnegie Mellon,597
Bridgewater MA,La Roche,596
Washington & Jefferson,Bridgewater MA,596
La Roche,Bridgewater MA,596
Endicott,Carnegie Mellon,596
Principia,East Texas Baptist,595
Calvin,Bethel,595
UW-La Crosse,Ohio Wesleyan,595
Bethel,Calvin,595
Ohio Wesleyan,UW-La Crosse,595
East Texas Baptist,Principia,595
Centre,Christopher Newport,594
Bridgewater MA,Washington & Jefferson,594
Christopher Newport,Centre,594
MA Dartmouth,Randolph-Macon,593
Principia,Washington & Jefferson,590
Calvin,Gettysburg,590
Gettysburg,Calvin,590
Washington & Jefferson,Principia,590
Bethel,DePauw,589
DePauw,Piedmont,589
Washington & Jefferson,UW-Whitewater,589
UW-Whitewater,Washington & Jefferson,589
Piedmont,DePauw,589
Carnegie Mellon,Bridgewater MA,588
Tufts,La Roche,588
La Roche,Tufts,588
Centre,Elizabethtown,587
Bridgewater MA,Carnegie Mellon,587
DePauw,Bethel,587
DePauw,Messiah,587
Elizabethtown,Centre,587
Messiah,DePauw,587
Baldwin Wallace,Amherst,586
Amherst,Baldwin Wallace,585
Catholic,Piedmont,582
Piedmont,Catholic,582
Gallaudet,Piedmont,581
Amherst,Washington & Lee,581
Washington & Jefferson,Wisconsin Lutheran,581
Washington & Lee,Amherst,581
Piedmont,Gallaudet,581
Wisconsin Lutheran,Washington & Jefferson,580
Amherst,S Virginia,579
Baldwin Wallace,Smith,579
Bethel,Trine,579
Smith,Baldwin Wallace,579
Trine,Bethel,579
S Virginia,Amherst,579
Bates,Mt. St. Mary,578
Carnegie Mellon,Tufts,578
Tufts,Carnegie Mellon,578
Baldwin Wallace,W New England,577
Ohio Wesleyan,UW-Stevens Point,577
W New England,Baldwin Wallace,577
UW-Stevens Point,Ohio Wesleyan,577
Gallaudet,Centre,576
Centre,Gallaudet,576
Brockport St.,Transylvania,576
Transylvania,Brockport St.,576
Immaculata,Trine,575
Trine,Immaculata,575
Centre,Johns Hopkins,574
DePauw,Gettysburg,574
Gettysburg,DePauw,574
Johns Hopkins,Centre,574
Ohio Wesleyan,Vassar,573
Vassar,Ohio Wesleyan,573
Catholic,Bates,572
Ohio Wesleyan,Piedmont,572
Smith,S Virginia,572
Piedmont,Ohio Wesleyan,572
S Virginia,Smith,572
Gallaudet,Bates,571
Centre,Catholic,571
Bates,Gallaudet,571
Catholic,Centre,571
Christopher Newport,Ohio Wesleyan,571
Ohio Wesleyan,Christopher Newport,571
Washington & Jefferson,Piedmont,569
Piedmont,Washington & Jefferson,569
Bates,Catholic,568
Smith,Washington & Lee,568
Washington & Lee,Smith,568
Catholic,Bowdoin,567
DePauw,Immaculata,567
Geneseo St.,Transylvania,567
Immaculata,DePauw,567
Ohio Wesleyan,Merchant Marine,567
Merchant Marine,Ohio Wesleyan,567
Transylvania,Geneseo St.,567
Gallaudet,Bowdoin,566
Bowdoin,Gallaudet,566
Ohio Wesleyan,SUNY Cobleskill,566
SUNY Cobleskill,Ohio Wesleyan,566
Carnegie Mellon,UW-Whitewater,565
UW-Whitewater,Carnegie Mellon,565
Bowdoin,Catholic,564
Centre,Messiah,563
Messiah,Centre,563
Principia,Baldwin Wallace,562
St. Joseph CT,Baldwin Wallace,562
Amherst,Christopher Newport,562
Baldwin Wallace,Principia,562
Baldwin Wallace,Trinity (Conn),562
Baldwin Wallace,St. Joseph CT,562
Bates,Immaculata,562
Bowdoin,Mt. St. Mary,562
Christopher Newport,Amherst,562
Immaculata,Bates,562
Trinity (Conn),Baldwin Wallace,562
Brockport St.,Christopher Newport,561
Christopher Newport,Brockport St.,561
Calvin,Cortland,559
Cortland,Calvin,559
S Virginia,W New England,559
Bowdoin,Immaculata,558
Christopher Newport,Transylvania,558
Christopher Newport,SUNY Cobleskill,558
Immaculata,Bowdoin,558
Transylvania,Christopher Newport,558
SUNY Cobleskill,Christopher Newport,558
Carnegie Mellon,Wisconsin Lutheran,557
Randolph-Macon,Endicott,557
W New England,S Virginia,557
Wisconsin Lutheran,Carnegie Mellon,557
Endicott,Randolph-Macon,557
Principia,UW-Stout,556
Smith,Christopher Newport,556
Washington & Lee,W New England,556
W New England,Washington & Lee,556
UW-Stout,Principia,556
Christopher Newport,Smith,555
UW-Whitewater,La Roche,555
La Roche,UW-Whitewater,555
Centre,UW-Oshkosh,554
Bates,Gettysburg,554
Brooklyn Col,Ohio Wesleyan,554
Gettysburg,Bates,554
Ohio Wesleyan,Brooklyn Col,554
UW-Oshkosh,Centre,554
Mt. St. Mary,Ohio Wesleyan,554
Ripon,Centre,553
Centre,Ripon,551
Elizabethtown,Transylvania,551
Transylvania,Elizabethtown,551
Cortland,Trine,550
Trine,Cortland,550
Bowdoin,Gettysburg,549
DePauw,S Virginia,549
Gettysburg,Bowdoin,549
S Virginia,DePauw,549
UW-Oshkosh,Transylvania,548
Transylvania,UW-Oshkosh,548
Centre,Immaculata,547
Centre,Mt. St. Mary,547
Immaculata,Centre,547
NYU,Ohio Wesleyan,547
Ohio Wesleyan,NYU,547
La Roche,Wisconsin Lutheran,547
Wisconsin Lutheran,La Roche,547
Centre,Gettysburg,545
Gettysburg,Centre,545
Ripon,Transylvania,545
Transylvania,Ripon,545
Stevens,Ohio Wesleyan,544
Christopher Newport,W New England,544
Ohio Wesleyan,Stevens,544
W New England,Christopher Newport,544
Gallaudet,Trine,543
Amherst,Washington & Jefferson,543
Bates,Brockport St.,543
Brockport St.,Bates,543
Johns Hopkins,Trine,543
Scranton,Trine,543
Washington & Jefferson,Amherst,543
Trine,Gallaudet,543
Trine,Johns Hopkins,543
Trine,Scranton,543
Trine,S Virginia,543
S Virginia,Trine,543
DePauw,Washington & Lee,542
Bates,Geneseo St.,541
Geneseo St.,Bates,541
Gallaudet,Transylvania,540
Illinois Wesleyan,La Roche,540
La Roche,Illinois Wesleyan,540
Transylvania,Gallaudet,540
Bowdoin,Brockport St.,539
Brockport St.,Bowdoin,539
Johns Hopkins,Bates,539
Randolph-Macon,Tufts,539
Tufts,Randolph-Macon,539
Catholic,Trine,538
Johns Hopkins,Transylvania,538
Transylvania,Johns Hopkins,538
Trine,Catholic,538
Smith,Washington & Jefferson,537
Washington & Jefferson,Smith,537
Bowdoin,Geneseo St.,536
Bridgewater MA,Randolph-Macon,536
Geneseo St.,Bowdoin,536
Randolph-Macon,Bridgewater MA,536
Washington & Lee,Trine,536
Trine,Washington & Lee,536
St. Joseph CT,S Virginia,535
Bates,Johns Hopkins,535
Johns Hopkins,Bowdoin,535
Washington & Lee,DePauw,535
Montclair St.,Ohio Wesleyan,534
Catholic,Transylvania,534
Ohio Wesleyan,Montclair St.,534
Transylvania,Catholic,534
Christopher Newport,Piedmont,533
Piedmont,Christopher Newport,533
S Virginia,St. Joseph CT,533
Amherst,La Roche,532
Baldwin Wallace,Christopher Newport,532
Christopher Newport,Baldwin Wallace,532
La Roche,Amherst,532
Centre,Randolph-Macon,531
Bowdoin,Johns Hopkins,531
Illinois Wesleyan,Carnegie Mellon,531
Randolph-Macon,Centre,531
St. Joseph CT,Washington & Lee,530
Carnegie Mellon,Illinois Wesleyan,530
Trinity (Conn),Washington & Lee,530
Trinity (Conn),S Virginia,530
Washington & Lee,Trinity (Conn),530
Washington & Lee,St. Joseph CT,530
S Virginia,Trinity (Conn),530
Calvin,UW-Stout,528
Bates,Messiah,528
Messiah,Bates,528
Messiah,Transylvania,528
UW-Stout,Calvin,528
Transylvania,Messiah,528
Trine,Mt. St. Mary,528
Smith,La Roche,526
La Roche,Smith,526
Washington & Jefferson,W New England,525
Calvin,Immaculata,523
Immaculata,Calvin,523
Amherst,Carnegie Mellon,522
Bates,Elizabethtown,522
Carnegie Mellon,Amherst,522
DePauw,UW-Stout,522
Elizabethtown,Bates,522
W New England,Washington & Jefferson,522
UW-Stout,DePauw,522
Bowdoin,Messiah,520
Messiah,Bowdoin,520
Brockport St.,S Virginia,519
S Virginia,Brockport St.,519
SUNY Cobleskill,S Virginia,518
S Virginia,SUNY Cobleskill,518
Bowdoin,Elizabethtown,517
Elizabethtown,Bowdoin,517
Smith,Carnegie Mellon,516
Principia,Bethel,515
St. Joseph CT,Christopher Newport,515
Bethel,Principia,515
Brockport St.,Washington & Lee,515
Carnegie Mellon,Smith,515
Christopher Newport,St. Joseph CT,515
Elizabethtown,Trine,515
Washington & Lee,Brockport St.,515
Trine,Elizabethtown,515
Baldwin Wallace,UW-Oshkosh,514
Christopher Newport,Trinity (Conn),514
Illinois Wesleyan,UW-Superior,514
Trinity (Conn),Christopher Newport,514
Washington & Lee,SUNY Cobleskill,514
UW-Oshkosh,Baldwin Wallace,514
UW-Superior,Illinois Wesleyan,514
SUNY Cobleskill,Washington & Lee,514
Trine,UW-Stout,513
Baldwin Wallace,Ripon,512
Ripon,Baldwin Wallace,512
UW-Stout,Trine,512
Principia,Gustavus Adolphus,511
Gustavus Adolphus,Principia,511
Immaculata,Transylvania,511
W New England,La Roche,511
La Roche,W New England,511
Transylvania,Immaculata,511
Transylvania,Mt. St. Mary,511
Christopher Newport,Geneseo St.,509
Geneseo St.,Christopher Newport,509
Gettysburg,Transylvania,509
Transylvania,Gettysburg,509
Christopher Newport,Cortland,507
Cortland,Christopher Newport,507
Ohio Wesleyan,Randolph-Macon,507
Randolph-Macon,Ohio Wesleyan,505
Illinois Wesleyan,Washington & Jefferson,503
Washington & Jefferson,Illinois Wesleyan,503
Carnegie Mellon,W New England,501
W New England,Carnegie Mellon,501
St. Joseph CT,Washington & Jefferson,499
Washington & Jefferson,St. Joseph CT,499
Gallaudet,MA Dartmouth,496
Calvin,Centre,496
Centre,Calvin,496
MA Dartmouth,Gallaudet,496
Transylvania,Randolph-Macon,496
Randolph-Macon,Transylvania,495
Trinity (Conn),Washington & Jefferson,494
Washington & Jefferson,Trinity (Conn),494
Messiah,Trine,493
Ohio Wesleyan,UW-Oshkosh,493
UW-Oshkosh,Ohio Wesleyan,493
Trine,Messiah,493
Calvin,Wartburg,491
Wartburg,Calvin,491
Catholic,MA Dartmouth,490
MA Dartmouth,Catholic,490
MA Dartmouth,Mt. St. Mary,490
Cortland,Ohio Wesleyan,489
Ohio Wesleyan,Cortland,489
Ohio Wesleyan,Ripon,489
Randolph-Macon,Piedmont,489
Ripon,Ohio Wesleyan,489
Piedmont,Randolph-Macon,489
Baldwin Wallace,Vassar,488
Vassar,Baldwin Wallace,488
Centre,UW-Whitewater,484
Amherst,Randolph-Macon,484
